key,hhid,village,county_code,consent,enum_code,duration,comments,p_size_unit,p_sizea,p_sizeh,p_sizem,p_sizep1,p_sizep2,p_size_acres,exp_3,exp_4,exp_b1,exp_b2,exp_b3,exp_b4,exp_b5,ffertl,fertypel1,fertypeol1,fertypel2,fertypeol2,fertypel3,fertypeol3,fertamtl1,fertunitl1b,fertamtl2,fertunitl2b,fertamtl3,fertunitl3,exp_5,exp_6,exp_c1,exp_c2,exp_c3,exp_c4,exp_c5,exp_probe,exp_7,exp_8,exp_d1,exp_d2,exp_d3,exp_d4,exp_d5,conf1,conf2,conf3,conf4,conf5,conf6,conf7,conf8,conf9,conf10,conf11,placement1,placement2,placement3,placement4,placement5,purchase_nr,purchase1_distance,trust1,trust2,purchase2_distance,trust3,trust4,purchase3_distance,trust5,trust6,purchase_nr2,purchase4_distance,trust7,trust8,purchase5_distance,trust9,trust10,purchase6_distance,trust11,trust12,aspirations1,aspirations2,aspirations3,aspirations4,aspirations5,aspirations6,aspirations7,aspirations8,aspirations9,aspirations10,aspirations11,aspirations12,aspirations13,dap_price,can_price,lime_price,order1,order2,order3,submissiondate,starttime,endtime,purchase1_landmark_code,purchase2_landmark_code,purchase3_landmark_code,purchase4_landmark_code,purchase5_landmark_code,purchase6_landmark_code,purchase1_other_code,purchase2_other_code,purchase3_other_code,purchase4_other_code,purchase5_other_code,purchase6_other_code,purchase1_location_code,purchase2_location_code,purchase3_location_code,purchase4_location_code,purchase5_location_code,purchase6_location_code,purchase1_name_code,purchase2_name_code,purchase3_name_code,purchase4_name_code,purchase5_name_code,purchase6_name_code
uuid:4ec38014-5a5c-44bc-80ad-860f7c5ae1f2,1532,82,1,Yes,2,1387,,acres,.5,,,,,.5,0,.5,1,2,3,5,9,Yes,DAP,,CAN (26:0:0),,manure,,30,kg,10,kg,15,wheelbarrow,3,5,4,4,3,4,5,Farmer has no idea,,,,,,,,A little less than others,True,Lower,Not-acidic,100,50,When plant is knee high,Don't know,Don't know,2,2 5,5,8,A little higher than others,Never,A lot more than others,1,1,Yes,Trust the product a lot,,,,,,,1,1,No,Trust the product a lot,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2500,0,10mar2017 12:03:49,09mar2017 00:04:00,09mar2017 00:27:07,10,,,11,,,20,,,20,,,36,,,31,,,43,,,27,,
uuid:e3bb4e21-1ee6-46d0-a1c1-bca97e793974,1513,82,1,Yes,2,1533,,acres,1.5,,,,,1.5,.5,.75,5,2,3,3,7,Yes,DAP,,CAN (26:0:0),,manure,,16,kg,12,kg,10,wheelbarrow,3,4.5,7,3,3,3,4,Farmer has no idea,,,,,,,,The same as others,True,Lower,Not-acidic,25,25,When plant is knee high,Don't know,Don't know,2 4,5,6,6,A little less than others,Sometimes,The same as others,1,12,Yes,Completely trust their product,,,,,,,1,0.5,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2500,0,10mar2017 12:03:52,09mar2017 01:30:08,09mar2017 01:55:41,87,,,82,,,32,,,26,,,45,,,31,,,5,,,71,,
uuid:d906d0ad-fda0-4dc3-b7c5-4b541d2008ae,445,26,1,Yes,2,902,media\Comments-d906d0ad-fda0-4dc3-b7c5-4b541d2008ae.csv,acres,.5,,,,,.5,.5,.75,4,4,4,4,4,Yes,manure,,None,,,,10,wheelbarrow,,,,,.5,1,4,4,4,4,4,Farmer has no idea,,,,,,,,A little less than others,True,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,31,31,10,10,About same as others,Rarely,A little more than others,1,Na,Yes,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2500,0,10mar2017 12:03:53,09mar2017 04:52:29,09mar2017 05:36:19,23,,,,,,1,,,,,,26,,,,,,88,,,,,
uuid:d80e1af0-55ad-4722-859b-c03d08d603c6,451,26,1,Yes,2,1009,,acres,.5,,,,,.5,0,.75,0,3,5,5,7,Yes,DAP,,None,,,,4,kg,,,,,.5,1,6,3,3,3,5,Farmer has no idea,,,,,,,,A lot less than others,True,Higher,Don't know,-99,-99,Don't know,Don't know,Don't know,2,31,5,10,A little higher than others,Sometimes,The same as others,1,3,No,Completely trust their product,,,,,,,1,3,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,2000,3000,0,10mar2017 12:04:34,09mar2017 06:36:21,09mar2017 06:53:10,84,,,73,,,31,,,28,,,41,,,35,,,19,,,10,,
uuid:c4df9ff8-d649-4784-9c8b-b87e71d4bbf7,448,26,1,Yes,2,1076,,acres,.5,,,,,.5,.25,.5,4,3,5,3,5,Yes,manure,,DAP,,None,,6,debe,3,kg,,,.25,.75,3,4,3,3,7,Farmer has no idea,,,,,,,,A lot more than others,False,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,5,3,5,Much higher than others,Never,A lot less than others,1,1,No,Completely trust their product,,,,,,,1,1,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,2000,3000,0,10mar2017 12:08:42,10mar2017 01:09:53,10mar2017 01:27:49,35,,,33,,,50,,,44,,,41,,,35,,,23,,,14,,
uuid:460d764d-b628-412e-bcbd-38f5ff412bbe,968,51,1,Yes,2,849,,acres,.5,,,,,.5,1,1.5,4,4,4,4,4,Yes,DAP,,manure,,None,,10,kg,50,wheelbarrow,,,1.5,2,4,4,4,4,4,Farmer has no idea,,,,,,,,A lot more than others,True,Lower,Extremely acidic,20,15,When plant is knee high,Don't know,Don't know,2 4,5,10,5,Much higher than others,Sometimes,The same as others,1,2,No,Completely trust their product,,,,,,,1,2,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2500,0,10mar2017 12:08:44,10mar2017 03:04:16,10mar2017 03:57:50,32,,,29,,,20,,,20,,,41,,,35,,,11,,,6,,
uuid:59c46a21-e4f8-4373-9d92-d748381d1d4e,966,51,1,Yes,2,915,,acres,.5,,,,,.5,.5,1,3,4,4,2,7,Yes,DAP,,CAN (26:0:0),,None,,15,kg,10,kg,,,1.5,4,2,4,4,4,6,Farmer has no idea,,,,,,,,A lot more than others,True,Lower,Not-acidic,50,50,When plant is knee high,Don't know,Reduces acidity of soil,2,2 5,10,10,About same as others,Sometimes,A lot less than others,1,1,Yes,Completely trust their product,,,,,,,1,1,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,3000,1000,1000,10mar2017 12:08:49,10mar2017 04:47:01,10mar2017 05:02:16,93,,,80,,,20,,,20,,,13,,,12,,,40,,,26,,
uuid:0ff92e0e-393f-4e32-95e1-262257b46228,1518,82,1,Yes,2,738,,acres,2,,,,,2,.5,1,1,0,3,0,16,Yes,DAP,,None,,,,25,kg,,,,,6,8,0,0,0,0,20,Farmer has no idea,,,,,,,,A little less than others,True,Lower,Not-acidic,25,25,At emergence,Don't know,Don't know,2,31,10,10,Much higher than others,Never,A lot less than others,1,4,No,Completely trust their product,,,,,,,1,2,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2500,0,10mar2017 12:09:09,10mar2017 06:53:14,10mar2017 07:05:32,30,,,30,,,20,,,27,,,45,,,31,,,48,,,28,,
uuid:759a2358-78d1-4cbc-8b3e-6ea489e009f9,1531,82,1,Yes,1,1340,media\Comments-759a2358-78d1-4cbc-8b3e-6ea489e009f9.csv,acres,.25,,,,,.25,1,2,0,2,5,8,5,Yes,DAP,,CAN (26:0:0),,manure,,12.5,kg,12.5,kg,6,wheelbarrow,2.5,5,3,3,6,5,3,Farmer has no idea,,,,,,,,The same as others,False,Lower,Don't know,50,25,When plant is knee high,Don't know,Don't know,4,2 5,7,5,A little higher than others,Rarely,A little less than others,3,6,No,Trust the product a lot,8,No,Trust the product a lot,0,No,Trust the product a lot,2,8,No,Completely trust their product,6,No,Completely trust their product,,,,,,,,,,,,,,,,,60,44,7,3000,2000,0,10mar2017 12:10:30,09mar2017 00:03:18,09mar2017 00:25:38,63,10,1,61,5,,40,3,1,33,3,,47,11,1,39,7,,2,1,1,1,1,
uuid:94e88398-af8a-4c39-8c5f-aad7275121b3,1514,82,1,Yes,1,1412,,acres,.25,,,,,.25,.5,1,2,2,2,3,11,Yes,DAP,,CAN (26:0:0),,None,,4,gorogoro,3,gorogoro,,,1,3,1,3,4,7,5,Farmer has no idea,,,,,,,,A little more than others,False,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,5,5,10,About same as others,Rarely,The same as others,0,,,,,,,,,,1,0,No,Trust the product a lot,,,,,,,,,,,,,,,,,,,,60,44,7,1500,1300,0,10mar2017 12:10:41,09mar2017 00:56:35,09mar2017 01:20:23,,,,61,,,,,,21,,,,,,31,,,,,,14,,
uuid:cbbdee43-76a3-4af0-85e1-6a08f02683e1,444,26,1,Yes,1,1313,media\Comments-cbbdee43-76a3-4af0-85e1-6a08f02683e1.csv,acres,.75,,,,,.75,1.5,7,1,3,6,5,5,Yes,manure,,None,,,,2,90 kg bags,,,,,1.5,9,2,2,5,6,5,Farmer has no idea,,,,,,,,The same as others,False,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,3 5,3,5,About same as others,Sometimes,The same as others,1,3,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,60,44,7,0,0,0,10mar2017 12:10:43,09mar2017 04:35:19,09mar2017 04:57:12,63,,,,,,40,,,,,,22,,,,,,1,,,,,
uuid:5ae58e4a-d28b-4730-851a-46e9bd5613a3,452,26,1,Yes,1,787,,acres,.25,,,,,.25,.25,.75,1,1,2,2,14,Yes,manure,,None,,,,1,90 kg bags,,,,,.25,1,1,2,3,3,11,Farmer has no idea,,,,,,,,The same as others,Don't know,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,2 5,5,5,About same as others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,60,44,7,1500,1500,2000,10mar2017 12:10:47,09mar2017 06:42:56,09mar2017 06:56:27,,,,,,,,,,,,,,,,,,,,,,,,
uuid:3dfd8465-283f-4cee-bfa7-553c592af2ca,459,26,1,Yes,1,991,media\Comments-3dfd8465-283f-4cee-bfa7-553c592af2ca.csv,acres,1.5,,,,,1.5,1,3,1,7,5,5,2,Yes,compost,,None,,,,10,wheelbarrow,,,,,1.5,6,2,4,5,4,5,Farmer has no idea,,,,,,,,The same as others,Don't know,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,31,0,5,About same as others,Sometimes,A little more than others,1,.8,No,Trust the product a lot,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,60,44,7,1600,1600,1700,10mar2017 12:10:55,10mar2017 00:51:12,10mar2017 01:07:43,63,,,,,,40,,,,,,40,,,,,,1,,,,,
uuid:2a0e2c0c-411c-4668-98db-d036ad8da2fd,961,51,1,Yes,1,811,media\Comments-2a0e2c0c-411c-4668-98db-d036ad8da2fd.csv,acres,.125,,,,,.125,0,.0125,0,0,0,0,20,Yes,DAP,,None,,,,3,gorogoro,,,,,.25,1,2,1,3,7,7,Farmer has no idea,,,,,,,,A lot less than others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,2 5,1,10,About same as others,Sometimes,A little more than others,1,1,No,Completely trust their product,,,,,,,1,1,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,3000,2000,0,10mar2017 12:10:58,10mar2017 03:17:20,10mar2017 03:30:51,63,,,61,,,14,,,14,,,41,,,35,,,1,,,1,,
uuid:ff006d68-a723-4524-98ad-2dc0cf5be024,958,51,1,Yes,1,847,media\Comments-ff006d68-a723-4524-98ad-2dc0cf5be024.csv,acres,1,,,,,1,0,.001,0,0,0,0,20,Yes,DAP,,manure,,None,,10,kg,1,90 kg bags,,,.5,2.25,1,2,5,5,7,Farmer has no idea,,,,,,,,A little less than others,Don't know,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,5,3,10,About same as others,Sometimes,The same as others,0,,,,,,,,,,1,2,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2500,0,10mar2017 12:11:01,10mar2017 04:43:29,10mar2017 05:00:23,,,,61,,,,,,39,,,,,,35,,,,,,1,,
uuid:6034f519-fb35-4125-aa90-fd0bab9128eb,1528,82,1,Yes,4,1083,,acres,.5,,,,,.5,1,2,2,10,2,2,4,Yes,DAP,,manure,,CAN (26:0:0),,5,kg,2,wheelbarrow,5,kg,.5,2,2,1,2,12,3,Farmer has no idea,,,,,,,,A little more than others,True,Higher,Not-acidic,-99,-99,Don't know,Don't know,Don't know,2 3,31,10,5,A little higher than others,Rarely,A little less than others,1,2 km,Yes,Do not trust product at all,,,,,,,1,2km,No,Trust the product a lot,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2500,0,12mar2017 23:35:47,09mar2017 00:04:16,09mar2017 00:22:19,70,,,3,,,57,,,49,,,36,,,1,,,71,,,52,,
uuid:8c7f36cf-5022-4461-9cc4-8ca518493a3e,1534,82,1,Yes,4,927,,acres,.25,,,,,.25,.5,.75,2,2,1,1,14,Yes,DAP,,None,,,,7,kg,,,,,.5,2,1,4,1,1,13,Farmer has no idea,,,,,,,,The same as others,True,Higher,Not-acidic,-99,50,When plant is knee high,Don't know,Don't know,1 2 3,31,8,4,About same as others,Sometimes,The same as others,1,1 km,No,Trust somewhat,,,,,,,1,1 km,No,Trust the product a lot,,,,,,,,,,,,,,,,,,,,60,44,7,3000,2000,0,12mar2017 23:35:51,09mar2017 00:53:23,09mar2017 01:08:50,40,,,41,,,6,,,32,,,37,,,31,,,59,,,40,,
uuid:afedfb75-a8d2-489f-9edf-29fa9d2bf951,1520,82,1,Yes,4,1109,,acres,.5,,,,,.5,2,5,2,2,10,2,4,Yes,DAP,,CAN (26:0:0),,None,,75,kg,75,kg,,,1,4,2,1,1,1,15,Farmer has no idea,,,,,,,,The same as others,True,Higher,Not-acidic,-99,-99,When plant is knee high,Don't know,Don't know,2 3,5,10,5,A little higher than others,Rarely,A little more than others,1,1km,Yes,Completely trust their product,,,,,,,1,On your right Erick ambuya,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2500,0,12mar2017 23:35:54,09mar2017 01:48:15,09mar2017 02:06:44,71,,,48,,,7,,,6,,,37,,,33,,,59,,,40,,
uuid:e6b18ae9-7497-4fa0-a290-ffbce8399a72,446,26,1,Yes,4,1068,,acres,.5,,,,,.5,1,2,2,3,2,12,1,Yes,DAP,,CAN (26:0:0),,None,,10,kg,10,kg,,,.5,3,1,1,2,15,1,Farmer has no idea,,,,,,,,The same as others,True,Higher,Not-acidic,-99,-99,When plant is knee high,Don't know,Don't know,2 3,31,5,10,A little less than others,Very often,A little less than others,1,1 km,No,Trust the product a lot,,,,,,,1,1 km,No,Trust the product a lot,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2500,0,12mar2017 23:35:56,09mar2017 05:08:17,09mar2017 05:26:05,91,,,60,,,56,,,48,,,28,,,25,,,64,,,45,,
uuid:42eac947-9919-438d-960d-0329bed396b5,454,26,1,Yes,4,859,,acres,.5,,,,,.5,.5,1,2,1,1,1,15,Yes,DAP,,CAN (26:0:0),,None,,15,kg,15,kg,,,.5,3,2,1,2,12,3,Farmer has no idea,,,,,,,,A little less than others,True,The same,Not-acidic,50,50,When plant is knee high,Don't know,Don't know,2 3 4,3 4,10,5,About same as others,Sometimes,A little more than others,1,1.5 km,No,Trust the product a lot,,,,,,,1,1.5 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,3000,2000,0,12mar2017 23:35:57,10mar2017 00:59:52,10mar2017 01:14:11,73,,,79,,,16,,,30,,,29,,,24,,,21,,,13,,
uuid:35a57977-4ca7-4e79-adf4-8626df7bfc8f,2310,51,1,Yes,4,921,,acres,.5,,,,,.5,.5,3,2,2,2,14,0,Yes,DAP,,CAN (26:0:0),,manure,,5,kg,5,kg,20,wheelbarrow,.5,3,2,1,2,12,3,Farmer has no idea,,,,,,,,The same as others,True,Lower,Extremely acidic,-99,-99,When plant is knee high,Don't know,Don't know,2 3 4,31,7,5,Much higher than others,Very often,A lot more than others,1,0.5 km,No,Completely trust their product,,,,,,,1,0.5 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,3000,2000,0,12mar2017 23:36:03,10mar2017 03:51:37,10mar2017 04:06:59,13,,,14,,,8,,,30,,,28,,,24,,,63,,,45,,
uuid:e524859d-742d-43a4-903b-9d9939320a3e,965,51,1,Yes,4,884,,acres,.5,,,,,.5,0,2,2,1,2,12,3,Yes,DAP,,CAN (26:0:0),,None,,50,kg,25,kg,,,1,5,12,2,4,1,1,Farmer has no idea,,,,,,,,A little more than others,True,Higher,Not-acidic,100,50,When plant is knee high,Don't know,Don't know,2 4,31,10,5,A little higher than others,Rarely,The same as others,1,1km,No,Completely trust their product,,,,,,,1,1 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,3000,2000,0,12mar2017 23:36:05,10mar2017 05:05:00,10mar2017 05:19:45,31,,,49,,,34,,,37,,,28,,,26,,,1,,,45,,
uuid:9780f45f-5782-4470-a3e4-2ec408681abb,1522,82,1,Yes,3,1457,,acres,.5,,,,,.5,.5,1.5,5,4,3,4,4,Yes,DAP,,CAN (26:0:0),,None,,25,kg,25,kg,,,2,6,4,3,4,4,5,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Somewhat acidic,50,50,When plant is knee high,1-2 months before planting,Changes the soil texture,2,2 3,6,5,Much higher than others,Rarely,A little less than others,1,1 km,No,Completely trust their product,,,,,,,1,1 km,No,Trust the product a lot,,,,,,,,,,,,,,,,,,,,60,44,7,2000,1500,1500,12mar2017 23:40:59,09mar2017 00:01:02,12mar2017 23:37:35,54,,,54,,,35,,,31,,,38,,,32,,,72,,,53,,
uuid:43297b05-50f4-4212-b612-a19201201123,1519,82,1,Yes,3,1663,,acres,.25,,,,,.25,.5,1.5,3,4,5,4,4,Yes,DAP,,CAN (26:0:0),,None,,25,kg,25,kg,,,1,3,4,5,4,4,3,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,2,6,5,A little higher than others,Sometimes,The same as others,2,0.5 km,No,Trust the product a lot,0.5 km,No,Completely trust their product,,,,2,0.5 km,No,Completely trust their product,0.5 km,No,Trust the product a lot,,,,,,,,,,,,,,,,,60,44,7,1800,1450,1750,12mar2017 23:41:00,09mar2017 01:05:26,12mar2017 23:37:44,69,11,,64,6,,40,3,,33,3,,36,10,,31,6,,57,11,,36,6,
uuid:66e40c94-8ca1-4a7e-bca8-705c69922b39,447,26,1,Yes,3,1519,,acres,.25,,,,,.25,.2,1,4,3,5,4,4,Yes,DAP,,CAN (26:0:0),,None,,10,kg,10,kg,,,.5,3,3,5,3,4,5,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2 3,31,6,5,A little higher than others,Sometimes,The same as others,1,7 km,No,Trust the product a lot,,,,,,,1,7 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,1800,1800,1400,12mar2017 23:41:01,09mar2017 05:35:58,12mar2017 23:37:54,43,,,47,,,40,,,33,,,43,,,37,,,82,,,64,,
uuid:c86783ee-3284-416c-872b-8b12598c866d,455,26,1,Yes,3,1153,,acres,2,,,,,2,1,5,4,3,5,4,4,Yes,DAP,,CAN (26:0:0),,None,,40,kg,40,kg,,,2,12,4,4,2,8,2,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Don't know,50,50,When plant is knee high,Don't know,Don't know,31,2 3,6,6,Much higher than others,Rarely,A little less than others,1,0.3 km,No,Completely trust their product,,,,,,,1,0.3 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,1800,1600,1600,12mar2017 23:41:03,10mar2017 00:32:20,12mar2017 23:38:05,2,,,5,,,55,,,47,,,44,,,36,,,81,,,62,,
uuid:19763c0c-bf10-4a14-af5e-4903cc9f671b,959,51,1,Yes,3,1081,,acres,.75,,,,,.75,.2,1,5,2,4,4,5,Yes,DAP,,None,,,,25,kg,,,,,1,8,4,2,5,4,5,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Don't know,50,40,When plant is knee high,Don't know,Don't know,3,2 3 4,6,5,A little higher than others,Rarely,A little less than others,1,0.2 km,No,Trust the product a lot,,,,,,,1,0.2 km,No,Trust the product a lot,,,,,,,,,,,,,,,,,,,,60,44,7,2000,1400,1600,12mar2017 23:41:05,10mar2017 03:10:43,12mar2017 23:38:15,76,,,39,,,21,,,33,,,42,,,38,,,81,,,63,,
uuid:c37aa069-93c5-4701-b5bf-1a935487867a,2311,51,1,Yes,3,868,,acres,.5,,,,,.5,.30000001,.5,4,5,3,5,3,Yes,DAP,,None,,,,10,kg,,,,,.5,1.5,4,2,6,4,4,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,50,-99,When plant is shoulder high,1-2 months before planting,Kills pests,31,2 3,5,5,About same as others,Sometimes,The same as others,1,3 km,No,Completely trust their product,,,,,,,1,3 km,No,Trust the product a lot,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2000,500,12mar2017 23:41:07,10mar2017 04:35:54,12mar2017 23:38:26,76,,,66,,,40,,,33,,,42,,,36,,,83,,,65,,
uuid:c6d2dee1-d298-48e9-973d-8cbcc4161878,960,51,1,Yes,3,766,,acres,.5,,,,,.5,.2,1,3,5,5,3,4,Yes,DAP,,UREA (46:0:0),,None,,20,kg,10,kg,,,.5,4,4,4,6,2,4,Farmer has no idea,,,,,,,,The same as others,True,Lower,Not-acidic,50,20,When plant is knee high,Don't know,Don't know,2 3,2,6,6,A little less than others,Sometimes,A little more than others,1,2 km,No,Trust the product a lot,,,,,,,1,2 km,No,Trust the product a lot,,,,,,,,,,,,,,,,,,,,60,44,7,3000,2000,0,12mar2017 23:41:08,10mar2017 06:09:50,12mar2017 23:39:17,49,,,39,,,35,,,31,,,44,,,38,,,82,,,64,,
uuid:e6ec3193-6582-4aeb-b94c-61cb8112b8fa,429,25,2,Yes,2,785,,acres,2,,,,,2,2,10,1,2,5,5,7,Yes,DAP,,CAN (26:0:0),,manure,,50,kg,50,kg,20,wheelbarrow,23,30,1,2,2,5,10,Farmer has no idea,,,,,,,,A lot more than others,True,Lower,Not-acidic,25,25,When plant is knee high,Don't know,Don't know,2,1 5,10,5,A little higher than others,Sometimes,A lot less than others,1,2,No,Completely trust their product,,,,,,,1,2,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2500,0,15mar2017 11:10:30,13mar2017 01:39:16,13mar2017 01:52:21,17,,,17,,,15,,,16,,,20,,,18,,,74,,,54,,
uuid:7a7b231a-3b79-4dc2-a1f9-0d30bd280f77,434,25,2,Yes,2,1005,,acres,.5,,,,,.5,.5,1,3,4,3,5,5,Yes,DAP,,CAN (26:0:0),,None,,5,kg,4,kg,,,.5,2,4,4,4,4,4,Farmer has no idea,,,,,,,,The same as others,True,Lower,Not-acidic,12,10,When plant is knee high,Don't know,Don't know,2,31,4,10,About same as others,Never,The same as others,2,4,No,Completely trust their product,2,No,Completely trust their product,,,,2,4,No,Completely trust their product,2,No,Completely trust their product,,,,,,,,,,,,,,,,,60,44,7,3000,2000,0,15mar2017 11:10:34,13mar2017 02:30:17,13mar2017 02:47:02,8,14,,9,7,,46,6,,43,4,,20,2,,18,1,,9,4,,4,2,
uuid:d709f3cb-8c77-46a5-ad45-8944d0eed558,1936,104,2,Yes,2,795,,acres,1,,,,,1,0,.5,5,5,6,2,2,Yes,DAP,,CAN (26:0:0),,manure,,25,kg,25,kg,1,pickup,7,14,5,6,9,0,0,Farmer has no idea,,,,,,,,A lot more than others,True,The same,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,31,10,6,A little higher than others,Rarely,A lot less than others,1,4,No,Completely trust their product,,,,,,,1,4,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2500,0,15mar2017 11:10:38,14mar2017 01:35:12,14mar2017 11:05:27,9,,,10,,,49,,,41,,,20,,,18,,,37,,,24,,
uuid:f5e599eb-7449-4c2d-9ca3-6f2eafc24abd,1942,104,2,Yes,2,1722,,acres,1,,,,,1,3,8,8,6,4,1,1,Yes,DAP,,CAN (26:0:0),,manure,,20,kg,15,kg,50,wheelbarrow,7,12,5,5,4,3,3,Farmer has no idea,,,,,,,,A lot less than others,True,Lower,Not-acidic,-99,-99,When plant is knee high,Don't know,Don't know,2,31,10,3,A little higher than others,Never,A lot less than others,2,2,No,Completely trust their product,2,No,Completely trust their product,,,,2,2,No,Completely trust their product,2,No,Completely trust their product,,,,,,,,,,,,,,,,,60,44,7,3500,1500,0,15mar2017 11:10:40,14mar2017 02:18:28,14mar2017 11:02:52,16,7,,19,1,,20,1,,20,2,,20,7,,18,2,,74,8,,54,5,
uuid:cf83cf31-d622-4d6e-9186-d989b664d276,1939,104,2,Yes,2,1102,,acres,1.5,,,,,1.5,1,5,4,2,3,5,6,Yes,DAP,,CAN (26:0:0),,manure,,20,kg,16,kg,50,wheelbarrow,8,10,4,3,3,3,7,Farmer has no idea,,,,,,,,A lot less than others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,31,6,10,Much higher than others,Rarely,The same as others,1,4,No,Completely trust their product,,,,,,,1,3,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,3500,1500,0,15mar2017 11:10:43,14mar2017 04:06:14,14mar2017 10:59:14,14,,,15,,,20,,,20,,,20,,,18,,,9,,,4,,
uuid:b19e903b-eecb-443d-a9f6-a94b1b60893c,1329,72,1,Yes,2,961,,acres,.75,,,,,.75,1,3,3,6,3,5,3,Yes,CAN (26:0:0),,manure,,None,,3,kg,50,debe,,,1,4,3,6,3,5,3,Farmer has no idea,,,,,,,,The same as others,True,Lower,Extremely acidic,-99,-99,When plant is knee high,Don't know,Don't know,2,5,6,6,About same as others,Sometimes,A lot less than others,1,2,No,Completely trust their product,,,,,,,1,2,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,60,44,7,2500,2500,0,15mar2017 11:10:46,15mar2017 01:27:02,15mar2017 01:43:02,88,,,74,,,20,,,20,,,23,,,21,,,91,,,78,,
uuid:ab31b1c7-8a96-404f-890d-8e02bbe63477,1327,72,1,Yes,2,841,,acres,.5,,,,,.5,1.5,2,20,0,0,0,0,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little less than others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,31,5,10,A little higher than others,Never,A lot less than others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,60,44,0,3000,2000,0,15mar2017 11:10:48,15mar2017 02:54:14,15mar2017 03:08:15,,,,,,,,,,,,,,,,,,,,,,,,
uuid:b7bde624-749f-47e2-a073-c82ede0b4370,430,25,2,Yes,1,2116,media\Comments-b7bde624-749f-47e2-a073-c82ede0b4370.csv,acres,.5,,,,,.5,1,1.5,2,2,5,4,7,Yes,DAP,,CAN (26:0:0),,manure,,2,gorogoro,2,gorogoro,7,wheelbarrow,1,3.5,3,3,4,6,4,Farmer has no idea,,,,,,,,The same as others,False,The same,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,31,5,5,About same as others,Sometimes,The same as others,2,1,No,Completely trust their product,4,No,Completely trust their product,,,,2,1,No,Completely trust their product,4,No,Completely trust their product,,,,,,,,,,,,,,,,,60,44,7,3000,2000,0,17mar2017 00:01:43,13mar2017 01:35:26,13mar2017 02:10:42,63,10,,61,5,,40,3,,33,3,,3,8,,5,3,,61,2,,42,1,
