key,hhid,village,county_code,consent,enum_code,duration,comments,p_size_unit,p_sizea,p_sizeh,p_sizem,p_sizep1,p_sizep2,p_size_acres,exp_3,exp_4,exp_b1,exp_b2,exp_b3,exp_b4,exp_b5,ffertl,fertypel1,fertypeol1,fertypel2,fertypeol2,fertypel3,fertypeol3,fertamtl1,fertunitl1b,fertamtl2,fertunitl2b,fertamtl3,fertunitl3,exp_5,exp_6,exp_c1,exp_c2,exp_c3,exp_c4,exp_c5,exp_probe,exp_7,exp_8,exp_d1,exp_d2,exp_d3,exp_d4,exp_d5,conf1,conf2,conf3,conf4,conf5,conf6,conf7,conf8,conf9,conf10,conf11,placement1,placement2,placement3,placement4,placement5,purchase_nr,purchase1_distance,trust1,trust2,purchase2_distance,trust3,trust4,purchase3_distance,trust5,trust6,purchase_nr2,purchase4_distance,trust7,trust8,purchase5_distance,trust9,trust10,purchase6_distance,trust11,trust12,aspirations1,aspirations2,aspirations3,aspirations4,aspirations5,aspirations6,aspirations7,aspirations8,aspirations9,aspirations10,aspirations11,aspirations12,aspirations13,dap_price,can_price,lime_price,order1,order2,order3,submissiondate,starttime,endtime,purchase1_landmark_code,purchase2_landmark_code,purchase3_landmark_code,purchase4_landmark_code,purchase5_landmark_code,purchase6_landmark_code,purchase1_other_code,purchase2_other_code,purchase3_other_code,purchase4_other_code,purchase5_other_code,purchase6_other_code,purchase1_location_code,purchase2_location_code,purchase3_location_code,purchase4_location_code,purchase5_location_code,purchase6_location_code,purchase1_name_code,purchase2_name_code,purchase3_name_code,purchase4_name_code,purchase5_name_code,purchase6_name_code
uuid:2ffd6f0e-6b8a-4f15-8d58-ead4c5646394,1628,88,1,Yes,2,647,media\Comments-2ffd6f0e-6b8a-4f15-8d58-ead4c5646394.csv,acres,1,,,,,1,4,5,4,4,4,3,5,Yes,CAN (26:0:0),,manure,,None,,25,kg,4,cart (hand/donkey),,,4,6,3,4,4,4,5,Farmer has no idea,,,,,,,,A little less than others,True,Lower,Not-acidic,-99,-99,When plant is knee high,Don't know,Don't know,31,31,10,5,A little higher than others,Rarely,A little more than others,1,12,No,Completely trust their product,,,,,,,1,12,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,85,60,7,3000,2000,0,23mar2017 12:36:34,23mar2017 01:55:41,23mar2017 02:06:28,22,,,23,,,20,,,20,,,23,,,21,,,10,,,5,,
uuid:0e79695e-8779-4c70-a566-c5cffc9d46fb,1626,88,1,Yes,2,680,media\Comments-0e79695e-8779-4c70-a566-c5cffc9d46fb.csv,acres,1,,,,,1,3,5,4,4,5,4,3,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little less than others,True,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,5,6,3,A little higher than others,Sometimes,A little less than others,1,4,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2500,0,23mar2017 12:36:36,23mar2017 02:38:10,23mar2017 02:49:30,86,,,,,,30,,,,,,23,,,,,,23,,,,,
uuid:6a867eda-29a8-43e9-adc3-68ec69d9f1da,1091,59,1,Yes,4,731,,acres,4,,,,,4,4,8,2,1,3,5,9,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,The same,Don't know,-99,-99,Don't know,Don't know,Don't know,2 4,31,5,1,A little higher than others,Very often,The same as others,1,7 km,No,Trust somewhat,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2000,1000,2000,23mar2017 23:57:53,22mar2017 01:06:42,22mar2017 01:18:53,92,,,,,,37,,,,,,19,,,,,,89,,,,,
uuid:0e9fabd2-80e7-42d2-adb4-8f49c0bc3845,1345,73,1,Yes,4,1332,,acres,3,,,,,3,2,4,2,1,1,12,4,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little more than others,True,Higher,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2 4,31,5,5,About same as others,Rarely,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,2000,500,23mar2017 23:57:57,22mar2017 03:42:37,22mar2017 04:04:49,,,,,,,,,,,,,,,,,,,,,,,,
uuid:6b436650-d05e-4d1c-8f37-b3ef27f2e8cc,1344,73,1,Yes,4,235,,acres,5,,,,,5,2,4,1,2,2,14,1,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,Higher,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2 4,31,5,5,A little less than others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2000,1000,2000,23mar2017 23:58:00,22mar2017 04:45:49,22mar2017 04:49:44,,,,,,,,,,,,,,,,,,,,,,,,
uuid:af208b57-8196-4c18-b425-56d6239b75d8,1333,73,1,Yes,4,212,,acres,3,,,,,3,1,3,0,2,3,1,14,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,The same,Don't know,-99,-99,Don't know,Don't know,Don't know,2 4,2 5,5,5,About same as others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2000,500,2000,23mar2017 23:58:03,22mar2017 05:23:43,22mar2017 05:27:15,,,,,,,,,,,,,,,,,,,,,,,,
uuid:d8a91cb6-8982-4752-9d73-12809254ed62,1339,73,1,Yes,4,702,,acres,1.5,,,,,1.5,.5,2,2,1,0,10,7,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little less than others,True,The same,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2 4,31,5,5,A little less than others,Sometimes,The same as others,1,5 km,No,Trust somewhat,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2000,3000,0,23mar2017 23:58:05,22mar2017 07:03:17,22mar2017 07:14:59,51,,,,,,37,,,,,,51,,,,,,56,,,,,
uuid:8ad4ac9a-d69d-4723-ad16-d808050af147,1636,88,1,Yes,4,356,,acres,.25,,,,,.25,.2,1,2,1,1,10,6,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,The same,Don't know,-99,-99,Don't know,Don't know,Don't know,2 4,31,5,5,About same as others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2500,1000,1500,23mar2017 23:58:08,23mar2017 00:52:34,23mar2017 00:58:30,,,,,,,,,,,,,,,,,,,,,,,,
uuid:9a08ba44-8a47-4c31-b8e1-4431b76087d7,1631,88,1,Yes,4,229,,acres,1,,,,,1,.5,2,1,2,1,8,8,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little more than others,True,Higher,Don't know,50,-99,Don't know,Don't know,Don't know,2 4,31,10,2,A little higher than others,Rarely,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2000,2000,1000,24mar2017 00:00:15,23mar2017 02:01:26,23mar2017 02:05:15,,,,,,,,,,,,,,,,,,,,,,,,
uuid:60db667a-7601-4d76-94e7-ed8bc2aeccd1,1633,88,1,Yes,4,406,,acres,1,,,,,1,1,2,1,2,9,1,7,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little more than others,Don't know,The same,Don't know,-99,-99,Don't know,Don't know,Don't know,1 2 4 31,31,10,10,A little higher than others,Very often,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,85,60,7,2000,0,0,24mar2017 00:00:16,23mar2017 02:55:22,23mar2017 03:02:08,,,,,,,,,,,,,,,,,,,,,,,,
uuid:47de1b19-3e57-47d0-aaec-dba161c91daf,937,50,2,Yes,1,1149,media\Comments-47de1b19-3e57-47d0-aaec-dba161c91daf.csv,acres,1,,,,,1,2,4,2,3,3,5,7,Yes,manure,,NPK(23:23:0),,None,,30,wheelbarrow,25,kg,,,4,10,1,1,3,5,10,Farmer has no idea,,,,,,,,The same as others,False,Lower,Don't know,50,50,When plant is knee high,Don't know,Don't know,2,2 5,10,10,Much higher than others,Sometimes,The same as others,1,2.5,No,Completely trust their product,,,,,,,1,2,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,5,5000,0,0,26mar2017 15:25:12,24mar2017 00:01:22,24mar2017 01:28:03,57,,,61,,,3,,,33,,,16,,,9,,,29,,,73,,
uuid:6bbf0a65-7056-4329-8fc9-cf61a6ef227f,945,50,2,Yes,1,1391,media\Comments-6bbf0a65-7056-4329-8fc9-cf61a6ef227f.csv,acres,.5,,,,,.5,1,2,3,4,4,6,3,Yes,manure,,None,,,,10,wheelbarrow,,,,,1,3,1,4,4,5,6,Farmer has no idea,,,,,,,,A little less than others,False,Lower,Don't know,50,50,When plant is knee high,Don't know,Don't know,2,2 5,5,10,About same as others,Sometimes,The same as others,1,2.5,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,75,56,5,0,5000,0,26mar2017 15:25:14,24mar2017 02:34:21,24mar2017 02:57:32,45,,,,,,40,,,,,,16,,,,,,52,,,,,
uuid:170d2ff0-1643-4770-8ce6-2471b4d99e9c,951,50,2,Yes,1,1219,media\Comments-170d2ff0-1643-4770-8ce6-2471b4d99e9c.csv,acres,1,,,,,1,1,3,2,3,8,4,3,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little less than others,False,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,2 5,5,10,A little less than others,Very often,A little more than others,1,3,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,75,56,5,0,0,0,26mar2017 15:25:15,24mar2017 03:47:15,24mar2017 04:07:34,63,,,,,,40,,,,,,16,,,,,,1,,,,,
uuid:24c587d2-0cb4-4e73-8f35-162ec7c879f6,938,50,2,Yes,2,2032,,acres,2,,,,,2,3,4.5,3,3,4,5,5,Yes,DAP,,CAN (26:0:0),,None,,1,50 kg bags,1,50 kg bags,,,9,12,3,3,3,5,6,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Don't know,25,25,When plant is knee high,Don't know,Don't know,2,5,10,10,A little higher than others,Sometimes,The same as others,1,2,No,Completely trust their product,,,,,,,1,2,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,5,3000,2000,0,27mar2017 11:18:48,24mar2017 00:55:33,24mar2017 01:29:25,29,,,28,,,20,,,20,,,16,,,15,,,17,,,8,,
uuid:1f6d8ad1-3a32-4957-a51d-83c9c60523a8,943,50,2,Yes,2,963,,acres,3,,,,,3,6,8,2,2,2,3,11,Yes,DAP,,CAN (26:0:0),,None,,2,50 kg bags,2,50 kg bags,,,18,22,1,1,1,1,16,Farmer has no idea,,,,,,,,A lot more than others,False,Lower,Somewhat acidic,75,75,When plant is knee high,Don't know,Don't know,2,31,8,2,Much higher than others,Sometimes,The same as others,1,2,No,Completely trust their product,,,,,,,1,2,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,5,3000,2000,0,27mar2017 11:18:50,24mar2017 03:01:10,24mar2017 03:17:13,33,,,32,,,45,,,42,,,16,,,15,,,8,,,3,,
uuid:60205a6a-9b81-4287-893c-2f4f5354c110,1390,76,2,Yes,2,882,,acres,1.5,,,,,1.5,5,9,2,4,4,4,6,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,Don't know,Don't know,Don't know,2,2 5,5,4,A little less than others,Sometimes,The same as others,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,75,56,5,2500,2500,0,27mar2017 11:18:52,27mar2017 00:32:55,27mar2017 11:12:07,,,,,,,,,,,,,,,,,,,,,,,,
uuid:4e78ca26-1e80-43ce-89f4-479215465e8c,1399,76,2,Yes,2,926,,acres,1,,,,,1,5,7,0,0,5,5,10,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little less than others,True,Lower,Don't know,50,50,When plant is knee high,Don't know,Don't know,2,31,7,10,About same as others,Never,A lot less than others,2,4,No,Completely trust their product,4,No,Completely trust their product,,,,0,,,,,,,,,,,,,,,,,,,,,,,75,56,5,2500,2200,0,27mar2017 11:18:53,27mar2017 01:58:26,27mar2017 02:13:52,89,3,,,,,49,2,,,,,20,7,,,,,37,12,,,,
uuid:89f11a6e-f571-46c2-9609-4964586afb21,1398,76,2,Yes,2,1062,,acres,1,,,,,1,2,5,2,2,4,5,7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little less than others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,2 5,10,10,A little higher than others,Very often,A little more than others,2,1,No,Completely trust their product,0.5,No,Completely trust their product,,,,0,,,,,,,,,,,,,,,,,,,,,,,75,56,5,1000,4000,0,27mar2017 11:18:56,27mar2017 03:13:06,27mar2017 03:30:47,72,5,,,,,20,1,,,,,9,9,,,,,7,10,,,,
uuid:13a5dfef-3c06-468f-ba21-0910757d0687,1394,76,2,Yes,1,1076,media\Comments-13a5dfef-3c06-468f-ba21-0910757d0687.csv,acres,.69999999,,,,,.6999999880790710449,3,10,4,4,4,4,4,Yes,manure,,None,,,,15,wheelbarrow,,,,,4,12,4,4,4,4,4,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,3 5,5,8,A little higher than others,Sometimes,The same as others,1,2,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,75,56,5,3000,2000,0,28mar2017 09:50:15,27mar2017 00:26:48,27mar2017 00:44:43,63,,,,,,40,,,,,,9,,,,,,1,,,,,
uuid:2719a826-fe22-48b6-b70c-47d640b2a456,949,50,2,Yes,3,1106,,acres,3,,,,,3,1,15,4,2,5,3,6,Yes,DAP,,CAN (26:0:0),,None,,100,kg,75,kg,,,5,50,3,2,3,8,4,Farmer has no idea,,,,,,,,A little less than others,True,Lower,Don't know,25,25,When plant is knee high,Don't know,Don't know,2,2,6,5,Much higher than others,Rarely,A little less than others,1,2 km,No,Completely trust their product,,,,,,,1,2 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,5,3200,1800,0,28mar2017 09:51:51,24mar2017 01:01:00,27mar2017 02:47:05,47,,,51,,,40,,,33,,,17,,,16,,,30,,,21,,
uuid:76306aad-e4df-4cdf-9f07-46a2c2ff071e,939,50,2,Yes,3,997,,acres,1,,,,,1,1,8,4,3,5,2,6,Yes,DAP,,CAN (26:0:0),,None,,50,kg,25,kg,,,2,14,5,3,4,6,2,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,100,50,When plant is knee high,Don't know,Don't know,2,2 5,5,5,A little less than others,Sometimes,The same as others,1,12 km,No,Completely trust their product,,,,,,,1,3 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,5,3000,1500,500,28mar2017 09:51:55,24mar2017 02:34:37,24mar2017 02:51:14,5,,,71,,,40,,,34,,,53,,,16,,,51,,,8,,
uuid:44b2f171-fce9-4089-864b-a12b11324a0f,937,50,2,Yes,3,450,,acres,1,,,,,1,.5,6,3,2,4,5,6,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,A little less than others,True,Lower,Not-acidic,50,50,When plant is knee high,Don't know,Don't know,2,5,6,5,A little less than others,Sometimes,The same as others,1,7 km,No,Trust the product a lot,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,75,56,5,2500,2500,0,28mar2017 09:51:56,24mar2017 03:56:44,27mar2017 02:51:33,60,,,,,,35,,,,,,17,,,,,,29,,,,,
uuid:4356e2bc-771e-464c-81c9-aad7b8acf8f4,1393,76,2,Yes,3,1217,,acres,2,,,,,2,2,6,3,4,5,5,3,Yes,DAP,,CAN (26:0:0),,None,,100,kg,100,kg,,,6,26,4,0,3,5,8,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Don't know,50,50,When plant is knee high,Don't know,Don't know,2 4,2 3 5,7,5,Much higher than others,Rarely,A lot less than others,1,2.5 km,No,Completely trust their product,,,,,,,1,10 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,5,2300,2000,0,28mar2017 09:51:58,27mar2017 00:20:56,27mar2017 00:41:13,4,,,67,,,44,,,33,,,9,,,16,,,95,,,32,,
uuid:ac21f110-ed25-4931-b3e5-61c2560d5957,1390,76,2,Yes,3,1309,,acres,3,,,,,3,1,5,2,5,6,4,3,Yes,DAP,,CAN (26:0:0),,None,,200,kg,100,kg,,,12,40,2,3,3,6,6,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,50,50,When plant is knee high,Don't know,Don't know,31,5,5,5,About same as others,Sometimes,The same as others,1,13 km,No,Completely trust their product,,,,,,,1,13 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,5,3000,2000,0,28mar2017 09:51:59,27mar2017 01:36:55,27mar2017 02:50:26,55,,,55,,,36,,,31,,,21,,,19,,,76,,,56,,
uuid:71fa8ea4-42cf-4c7c-96d3-d0919256ac6a,1400,76,2,Yes,3,2255,,acres,1.4,,,,,1.39999997615814209,.80000001,6,5,5,2,3,5,Yes,DAP,,CAN (26:0:0),,None,,50,kg,35,kg,,,3,16,3,2,6,8,1,Farmer has no idea,,,,,,,,The same as others,True,The same,Don't know,50,50,When plant is knee high,Don't know,Don't know,2,2,6,6,About same as others,Sometimes,A little less than others,1,1 km,No,Trust somewhat,,,,,,,1,1 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,5,2500,2500,0,28mar2017 09:52:02,27mar2017 03:23:09,27mar2017 04:00:44,6,,,8,,,40,,,33,,,10,,,10,,,94,,,82,,
uuid:3d431b58-b4ad-4e09-9b54-55d462d7299f,1363,74,2,Yes,3,630,,acres,2,,,,,2,1,4,3,5,2,4,6,Yes,DAP,,CAN (26:0:0),,None,,150,kg,100,kg,,,6,15,3,1,6,5,5,Farmer has no idea,,,,,,,,A little more than others,True,The same,Not-acidic,50,50,When plant is knee high,Don't know,Don't know,2,5,7,5,A little higher than others,Rarely,The same as others,1,15 km,No,Completely trust their product,,,,,,,1,15 km,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,5,3000,2000,0,28mar2017 09:52:04,28mar2017 00:39:03,28mar2017 00:49:33,2,,,6,,,4,,,2,,,17,,,15,,,29,,,21,,
uuid:4e9c842b-eaaf-4ea5-add1-747870c67210,1346,74,2,Yes,3,1385,,acres,2,,,,,2,1.5,16,5,2,4,4,5,No,,,,,,,,,,,,,,,,,,,,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,2 3,6,5,About same as others,Sometimes,A little less than others,1,10 km,No,Completely trust their product,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,75,56,5,2800,2200,0,28mar2017 09:52:06,28mar2017 02:27:03,28mar2017 02:50:08,7,,,,,,24,,,,,,54,,,,,,90,,,,,
uuid:3787dc50-1398-4085-8b1f-2661550197d9,1397,76,2,Yes,1,1066,media\Comments-3787dc50-1398-4085-8b1f-2661550197d9.csv,acres,1.25,,,,,1.25,2,5,3,4,2,3,8,Yes,manure,,CAN (26:0:0),,None,,30,wheelbarrow,50,kg,,,4,9,2,2,2,4,10,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,2 5,6,6,A little less than others,Sometimes,A little more than others,2,3,No,Completely trust their product,6,No,Completely trust their product,,,,1,6,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,5,0,5000,0,28mar2017 09:53:06,27mar2017 01:41:50,27mar2017 02:00:30,63,10,,61,,,40,3,,33,,,9,5,,15,,,1,1,,1,,
uuid:d6c1da6b-2d91-4449-809a-75b5d7b44a06,1357,74,2,Yes,1,934,media\Comments-d6c1da6b-2d91-4449-809a-75b5d7b44a06.csv,acres,.75,,,,,.75,0,1,1,4,5,5,5,Yes,NPK(23:23:0),,CAN (26:0:0),,manure,,1,50 kg bags,1,50 kg bags,25,wheelbarrow,2,8,2,3,9,3,3,Farmer has no idea,,,,,,,,The same as others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,2 5,10,10,About same as others,Sometimes,The same as others,1,7,No,Completely trust their product,,,,,,,1,7,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,5,2500,2500,0,28mar2017 09:53:07,28mar2017 00:22:07,28mar2017 00:37:41,63,,,61,,,40,,,33,,,16,,,15,,,13,,,1,,
uuid:5952df29-50c0-4c4b-bf88-54701fc76f98,1353,74,2,Yes,1,1512,,acres,1,,,,,1,2,4,1,4,7,5,3,Yes,NPK(23:23:0),,CAN (26:0:0),,None,,50,kg,50,kg,,,4,15,1,1,9,4,5,Farmer has no idea,,,,,,,,The same as others,False,Lower,Don't know,50,50,When plant is knee high,Don't know,Don't know,2,2 5,10,10,A little higher than others,Rarely,The same as others,1,6,No,Completely trust their product,,,,,,,1,6,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,5,3000,2000,0,28mar2017 09:53:09,28mar2017 01:04:00,28mar2017 01:29:51,63,,,61,,,40,,,33,,,16,,,15,,,1,,,1,,
uuid:205674c7-eb03-4a48-aa83-3114d392f8e0,1359,74,2,Yes,2,1345,,acres,2,,,,,2,3,15,2,3,4,5,6,Yes,NPK 14:14:20,,CAN (26:0:0),,None,,2,50 kg bags,1.5,50 kg bags,,,8,16,2,3,4,5,6,Farmer has no idea,,,,,,,,A little more than others,True,Lower,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2,5,7,3,About same as others,Rarely,The same as others,2,10,No,Completely trust their product,20,No,Trust the product a lot,,,,1,10,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,5,3000,2000,0,28mar2017 09:53:10,28mar2017 00:43:23,28mar2017 05:21:50,15,8,,16,,,20,1,,20,,,16,7,,15,,,8,5,,3,,
uuid:318665bc-6f64-40dc-a314-312b2e7678f0,1349,74,2,Yes,1,2533,media\Comments-318665bc-6f64-40dc-a314-312b2e7678f0.csv,acres,.5,,,,,.5,.5,1.5,1,1,5,7,6,Yes,CAN (26:0:0),,None,,,,.5,50 kg bags,,,,,2,8,3,3,5,5,4,Farmer has no idea,,,,,,,,The same as others,False,Lower,Don't know,50,50,When plant is knee high,Don't know,Don't know,2,31,5,8,A little higher than others,Sometimes,The same as others,1,3,No,Completely trust their product,,,,,,,1,3,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,5,3000,2000,0,28mar2017 09:53:11,28mar2017 01:56:40,28mar2017 02:38:53,63,,,61,,,40,,,33,,,9,,,9,,,1,,,1,,
uuid:d7582a68-2f8e-4d3c-86b1-19159d465af7,1362,74,2,Yes,2,787,,acres,.5,,,,,.5,2,3,4,1,2,3,10,Yes,DAP,,CAN (26:0:0),,manure,,20,kg,20,kg,8,wheelbarrow,2,8,4,4,4,4,4,Farmer has no idea,,,,,,,,The same as others,True,Lower,Not-acidic,50,50,When plant is knee high,Don't know,Don't know,2,2 5,10,6,About same as others,Rarely,A little less than others,1,2,Yes,Completely trust their product,,,,,,,1,2,No,Completely trust their product,,,,,,,,,,,,,,,,,,,,75,56,0,3750,1250,0,28mar2017 09:53:12,28mar2017 01:51:43,28mar2017 05:24:57,12,,,13,,,27,,,23,,,9,,,9,,,7,,,2,,
uuid:6230ac62-22c1-4e3a-a70f-215c9be573f9,2315,74,2,Yes,2,1005,,acres,3,,,,,3,3,4,4,3,3,4,6,Yes,CAN (26:0:0),,None,,,,1,50 kg bags,,,,,6,15,0,0,0,2,18,Farmer has no idea,,,,,,,,The same as others,True,Lower,Extremely acidic,-99,-99,When plant is knee high,Don't know,Don't know,2,31,5,5,A little less than others,Never,A lot less than others,1,1,No,Trust the product a lot,,,,,,,1,1,No,Trust the product a lot,,,,,,,,,,,,,,,,,,,,75,56,5,3000,2000,0,28mar2017 09:53:13,28mar2017 03:21:12,28mar2017 04:58:40,20,,,21,,,43,,,38,,,9,,,9,,,7,,,2,,
uuid:d06cd19f-e6b2-4bce-820e-ff2b57bbf27c,950,50,2,Yes,4,729,,acres,1.5,,,,,1.5,2,4,2,4,10,2,2,Yes,DAP,,CAN (26:0:0),,manure,,10,kg,10,kg,24,wheelbarrow,2,6,2,1,1,8,8,Farmer has no idea,,,,,,,,The same as others,True,Higher,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,31,31,5,2,A little higher than others,Very often,The same as others,1,2 km,No,Completely trust their product,,,,,,,1,2km,No,Trust somewhat,,,,,,,,,,,,,,,,,,,,75,56,5,2000,500,2500,28mar2017 09:59:48,24mar2017 01:15:07,24mar2017 01:27:16,61,,,69,,,37,,,32,,,16,,,15,,,28,,,50,,
uuid:724bac0c-46d1-46cd-8ca7-0c95f2f77007,946,50,2,Yes,4,722,,acres,4,,,,,4,4,8,12,2,2,2,2,Yes,DAP,,CAN (26:0:0),,None,,4,50 kg bags,4,50 kg bags,,,4,30,3,2,12,1,2,Farmer has no idea,,,,,,,,A little more than others,True,Higher,Don't know,50,50,When plant is knee high,Don't know,Don't know,2 4,31,5,10,A little higher than others,Rarely,A little less than others,1,4km,No,Completely trust their product,,,,,,,1,4km,No,Trust the product a lot,,,,,,,,,,,,,,,,,,,,75,56,5,2000,3000,0,28mar2017 09:59:52,24mar2017 03:06:11,24mar2017 03:18:13,47,,,1,,,37,,,31,,,16,,,15,,,27,,,20,,
uuid:7eeb4c8e-9aeb-433e-874e-868aa0bed69c,942,50,2,Yes,4,478,,acres,3,,,,,3,2,5,1,2,1,15,1,Yes,DAP,,CAN (26:0:0),,None,,1,50 kg bags,1,50 kg bags,,,8,22,2,12,2,2,2,Farmer has no idea,,,,,,,,A little more than others,True,Higher,Not-acidic,50,50,When plant is knee high,Don't know,Reduces acidity of soil,2 4,31,10,5,A little higher than others,Sometimes,A little less than others,1,3km,No,Have some doubts about product,,,,,,,1,3km,Yes,Have some doubts about product,,,,,,,,,,,,,,,,,,,,75,56,5,5000,0,0,28mar2017 09:59:56,24mar2017 04:04:11,24mar2017 04:12:09,46,,,22,,,41,,,32,,,12,,,15,,,65,,,49,,
uuid:6b6e9727-aa53-411a-a620-800a692389f8,1395,76,2,Yes,4,468,,acres,3,,,,,3,2,10,2,1,1,10,6,Yes,DAP,,CAN (26:0:0),,None,,3,50 kg bags,3,50 kg bags,,,5,14,2,1,0,5,12,Farmer has no idea,,,,,,,,The same as others,True,Higher,Don't know,50,50,When plant is knee high,Don't know,Don't know,2 4,31,5,5,A little higher than others,Never,The same as others,1,2km,No,Trust somewhat,,,,,,,1,3km,No,Trust somewhat,,,,,,,,,,,,,,,,,,,,75,60,5,2000,0,3000,28mar2017 10:00:02,27mar2017 00:32:35,27mar2017 00:40:22,97,,,38,,,37,,,32,,,9,,,15,,,22,,,31,,
uuid:cbeed1e9-161b-458b-a7e8-0407fe98a058,1389,76,2,Yes,4,436,,acres,3,,,,,3,2,8,2,2,12,2,2,Yes,DAP,,CAN (26:0:0),,None,,1,50 kg bags,1,50 kg bags,,,2,8,3,3,8,3,3,Farmer has no idea,,,,,,,,A little more than others,Don't know,Higher,Don't know,-99,-99,When plant is knee high,Don't know,Don't know,2 4,31,2,10,About same as others,Sometimes,A little more than others,1,12km,No,Have some doubts about product,,,,,,,1,4km,Yes,Do not trust product at all,,,,,,,,,,,,,,,,,,,,75,60,5,5000,0,0,28mar2017 10:00:06,27mar2017 01:48:22,27mar2017 01:55:39,47,,,31,,,17,,,12,,,20,,,15,,,60,,,44,,
